Timestamp,Command,Command Bytes,Response,Response Bytes
2025-12-29T16:17:06.664897,CMD_MEASURE,AA 48,Z = 1087.188965 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 87 E6 0C BD 52 BD 04
2025-12-29T16:17:06.690602,CMD_SET_FREQ,AA 43 00 00 36 B0,OK,AA 43
2025-12-29T16:17:08.712729,CMD_MEASURE,AA 48,Z = 1108.208252 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 86 AA BD 43 8B 32
2025-12-29T16:17:08.738734,CMD_SET_FREQ,AA 43 00 00 3A 98,OK,AA 43
2025-12-29T16:17:10.760998,CMD_MEASURE,AA 48,Z = 1087.116211 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 87 E3 B8 BD 5D 27 D7
2025-12-29T16:17:10.783996,CMD_SET_FREQ,AA 43 00 00 3E 80,OK,AA 43
2025-12-29T16:17:12.806316,CMD_MEASURE,AA 48,Z = 1090.049927 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 41 99 BD 47 3F B9
2025-12-29T16:17:12.828604,CMD_SET_FREQ,AA 43 00 00 42 68,OK,AA 43
2025-12-29T16:17:14.850275,CMD_MEASURE,AA 48,Z = 1093.843506 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 BA FE BD 88 4B 2D
2025-12-29T16:17:14.872283,CMD_SET_FREQ,AA 43 00 00 46 50,OK,AA 43
2025-12-29T16:17:16.895579,CMD_MEASURE,AA 48,Z = 1097.747681 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 37 ED BD 43 93 CE
2025-12-29T16:17:16.920141,CMD_SET_FREQ,AA 43 00 00 4A 38,OK,AA 43
2025-12-29T16:17:18.942362,CMD_MEASURE,AA 48,Z = 1107.936035 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 7D F4 BD 87 6D 64
2025-12-29T16:17:18.964362,CMD_SET_FREQ,AA 43 00 00 4E 20,OK,AA 43
2025-12-29T16:17:20.986500,CMD_MEASURE,AA 48,Z = 1102.506226 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 D0 33 BD 56 B4 77
2025-12-29T16:17:21.010499,CMD_SET_FREQ,AA 43 00 00 52 08,OK,AA 43
2025-12-29T16:17:23.032298,CMD_MEASURE,AA 48,Z = 1089.510986 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 30 5A BD 83 6F B9
2025-12-29T16:17:23.054449,CMD_SET_FREQ,AA 43 00 00 55 F0,OK,AA 43
2025-12-29T16:17:25.078307,CMD_MEASURE,AA 48,Z = 1107.544678 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 71 6E BD 7D A4 BF
2025-12-29T16:17:25.101905,CMD_SET_FREQ,AA 43 00 00 59 D8,OK,AA 43
2025-12-29T16:17:27.124809,CMD_MEASURE,AA 48,Z = 1108.710815 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 96 BF BD 52 30 0F
2025-12-29T16:17:27.146322,CMD_SET_FREQ,AA 43 00 00 5D C0,OK,AA 43
2025-12-29T16:17:29.168903,CMD_MEASURE,AA 48,Z = 1095.956055 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 FE 98 BD 6B 86 88
2025-12-29T16:17:29.192872,CMD_SET_FREQ,AA 43 00 00 61 A8,OK,AA 43
2025-12-29T16:17:31.215101,CMD_MEASURE,AA 48,Z = 1095.721558 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 F7 17 BD 82 8B 02
2025-12-29T16:17:31.237732,CMD_SET_FREQ,AA 43 00 00 65 90,OK,AA 43
2025-12-29T16:17:33.260023,CMD_MEASURE,AA 48,Z = 1087.227173 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 87 E7 45 BD 52 B5 E9
2025-12-29T16:17:33.282320,CMD_SET_FREQ,AA 43 00 00 69 78,OK,AA 43
2025-12-29T16:17:35.304378,CMD_MEASURE,AA 48,Z = 1104.464722 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 0E DF BD 4A E8 04
2025-12-29T16:17:35.328911,CMD_SET_FREQ,AA 43 00 00 6D 60,OK,AA 43
2025-12-29T16:17:37.350603,CMD_MEASURE,AA 48,Z = 1094.331665 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 CA 9D BD 59 47 C5
2025-12-29T16:17:37.372855,CMD_SET_FREQ,AA 43 00 00 71 48,OK,AA 43
2025-12-29T16:17:39.394962,CMD_MEASURE,AA 48,Z = 1095.922241 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 FD 83 BD 45 3D 5C
2025-12-29T16:17:39.416055,CMD_SET_FREQ,AA 43 00 00 75 30,OK,AA 43
2025-12-29T16:17:41.437927,CMD_MEASURE,AA 48,Z = 1093.084961 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 A2 B8 BD 4C 07 6A
2025-12-29T16:17:41.460028,CMD_SET_FREQ,AA 43 00 00 79 18,OK,AA 43
2025-12-29T16:17:43.482532,CMD_MEASURE,AA 48,Z = 1104.357666 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 0B 72 BD 6E 17 3F
2025-12-29T16:17:43.504471,CMD_SET_FREQ,AA 43 00 00 7D 00,OK,AA 43
2025-12-29T16:17:45.526587,CMD_MEASURE,AA 48,Z = 1102.553833 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 D1 B9 BD 57 33 AB
2025-12-29T16:17:45.548583,CMD_SET_FREQ,AA 43 00 00 80 E8,OK,AA 43
2025-12-29T16:17:47.570555,CMD_MEASURE,AA 48,Z = 1093.472046 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 AF 1B BD 82 6C 9C
2025-12-29T16:17:47.592589,CMD_SET_FREQ,AA 43 00 00 84 D0,OK,AA 43
2025-12-29T16:17:49.615249,CMD_MEASURE,AA 48,Z = 1091.411133 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 6D 28 BD 5A 0B 12
2025-12-29T16:17:49.637251,CMD_SET_FREQ,AA 43 00 00 88 B8,OK,AA 43
2025-12-29T16:17:51.660100,CMD_MEASURE,AA 48,Z = 1088.68689 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 15 FB BD 58 D1 D6
2025-12-29T16:17:51.683242,CMD_SET_FREQ,AA 43 00 00 8C A0,OK,AA 43
2025-12-29T16:17:53.706574,CMD_MEASURE,AA 48,Z = 1087.862671 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 87 FB 9B BD 7D 6E 04
2025-12-29T16:17:53.728575,CMD_SET_FREQ,AA 43 00 00 90 88,OK,AA 43
2025-12-29T16:17:55.751450,CMD_MEASURE,AA 48,Z = 1095.480591 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 EF 61 BD 89 16 A8
2025-12-29T16:17:55.772941,CMD_SET_FREQ,AA 43 00 00 94 70,OK,AA 43
2025-12-29T16:17:57.796105,CMD_MEASURE,AA 48,Z = 1099.345337 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 6B 0D BD 88 17 B8
2025-12-29T16:17:57.819125,CMD_SET_FREQ,AA 43 00 00 98 58,OK,AA 43
2025-12-29T16:17:59.841961,CMD_MEASURE,AA 48,Z = 1104.057983 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 01 DB BD 6A FC 6E
2025-12-29T16:17:59.863962,CMD_SET_FREQ,AA 43 00 00 9C 40,OK,AA 43
2025-12-29T16:18:01.886065,CMD_MEASURE,AA 48,Z = 1091.349365 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 6B 2E BD 72 53 C0
2025-12-29T16:18:01.908149,CMD_SET_FREQ,AA 43 00 00 A0 28,OK,AA 43
2025-12-29T16:18:03.930592,CMD_MEASURE,AA 48,Z = 1097.827393 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 3A 7A BD 84 80 B8
2025-12-29T16:18:03.952559,CMD_SET_FREQ,AA 43 00 00 A4 10,OK,AA 43
2025-12-29T16:18:05.974845,CMD_MEASURE,AA 48,Z = 1086.929321 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 87 DD BD BD 54 E3 4C
2025-12-29T16:18:05.996092,CMD_SET_FREQ,AA 43 00 00 A7 F8,OK,AA 43
2025-12-29T16:18:08.017256,CMD_MEASURE,AA 48,Z = 1103.967285 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 FE F4 BD 64 E0 CD
2025-12-29T16:18:08.039295,CMD_SET_FREQ,AA 43 00 00 AB E0,OK,AA 43
2025-12-29T16:18:10.061843,CMD_MEASURE,AA 48,Z = 1094.419434 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 CD 6C BD 88 B3 C1
2025-12-29T16:18:10.083842,CMD_SET_FREQ,AA 43 00 00 AF C8,OK,AA 43
2025-12-29T16:18:12.105271,CMD_MEASURE,AA 48,Z = 1091.942505 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 7E 29 BD 85 43 BB
2025-12-29T16:18:12.127156,CMD_SET_FREQ,AA 43 00 00 B3 B0,OK,AA 43
2025-12-29T16:18:14.149392,CMD_MEASURE,AA 48,Z = 1105.174194 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 25 93 BD 79 F6 8A
2025-12-29T16:18:14.170264,CMD_SET_FREQ,AA 43 00 00 B7 98,OK,AA 43
2025-12-29T16:18:16.192464,CMD_MEASURE,AA 48,Z = 1108.045532 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 81 75 BD 4B D5 1F
2025-12-29T16:18:16.215942,CMD_SET_FREQ,AA 43 00 00 BB 80,OK,AA 43
2025-12-29T16:18:18.237544,CMD_MEASURE,AA 48,Z = 1087.053589 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 87 E1 B7 BD 68 EE CC
2025-12-29T16:18:18.259221,CMD_SET_FREQ,AA 43 00 00 BF 68,OK,AA 43
2025-12-29T16:18:20.280731,CMD_MEASURE,AA 48,Z = 1097.018799 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 20 9A BD 49 DA C7
2025-12-29T16:18:20.301941,CMD_SET_FREQ,AA 43 00 00 C3 50,OK,AA 43
2025-12-29T16:18:22.324554,CMD_MEASURE,AA 48,Z = 1105.062378 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 21 FF BD 71 49 9E
2025-12-29T16:18:22.347564,CMD_SET_FREQ,AA 43 00 00 C7 38,OK,AA 43
2025-12-29T16:18:24.371143,CMD_MEASURE,AA 48,Z = 1088.674194 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 15 93 BD 87 65 53
2025-12-29T16:18:24.394747,CMD_SET_FREQ,AA 43 00 00 CB 20,OK,AA 43
2025-12-29T16:18:26.417554,CMD_MEASURE,AA 48,Z = 1093.099731 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 A3 31 BD 50 8C AC
2025-12-29T16:18:26.439761,CMD_SET_FREQ,AA 43 00 00 CF 08,OK,AA 43
2025-12-29T16:18:28.460928,CMD_MEASURE,AA 48,Z = 1097.349365 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 2B 2E BD 86 44 2F
2025-12-29T16:18:28.482997,CMD_SET_FREQ,AA 43 00 00 D2 F0,OK,AA 43
2025-12-29T16:18:30.504877,CMD_MEASURE,AA 48,Z = 1096.897949 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 1C BC BD 44 E6 51
2025-12-29T16:18:30.526877,CMD_SET_FREQ,AA 43 00 00 D6 D8,OK,AA 43
2025-12-29T16:18:32.549314,CMD_MEASURE,AA 48,Z = 1101.279053 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 A8 EE BD 6D 5E E1
2025-12-29T16:18:32.570989,CMD_SET_FREQ,AA 43 00 00 DA C0,OK,AA 43
2025-12-29T16:18:34.593897,CMD_MEASURE,AA 48,Z = 1107.222656 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 67 20 BD 82 0C 73
2025-12-29T16:18:34.615967,CMD_SET_FREQ,AA 43 00 00 DE A8,OK,AA 43
2025-12-29T16:18:36.638679,CMD_MEASURE,AA 48,Z = 1096.433472 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 0D DF BD 6A 6C 2B
2025-12-29T16:18:36.660085,CMD_SET_FREQ,AA 43 00 00 E2 90,OK,AA 43
2025-12-29T16:18:38.682314,CMD_MEASURE,AA 48,Z = 1092.364258 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 8B A8 BD 82 D6 6C
2025-12-29T16:18:38.704305,CMD_SET_FREQ,AA 43 00 00 E6 78,OK,AA 43
2025-12-29T16:18:40.726136,CMD_MEASURE,AA 48,Z = 1087.670654 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 87 F5 76 BD 84 10 7B
2025-12-29T16:18:40.747749,CMD_SET_FREQ,AA 43 00 00 EA 60,OK,AA 43
2025-12-29T16:18:42.771664,CMD_MEASURE,AA 48,Z = 1101.805908 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 B9 CA BD 56 AD 89
2025-12-29T16:18:42.793657,CMD_SET_FREQ,AA 43 00 00 EE 48,OK,AA 43
2025-12-29T16:18:44.817090,CMD_MEASURE,AA 48,Z = 1096.619141 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 13 D0 BD 46 1A 45
2025-12-29T16:18:44.839091,CMD_SET_FREQ,AA 43 00 00 F2 30,OK,AA 43
2025-12-29T16:18:46.861974,CMD_MEASURE,AA 48,Z = 1106.265137 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 48 7C BD 7C 3D 3E
2025-12-29T16:18:46.887572,CMD_SET_FREQ,AA 43 00 00 F6 18,OK,AA 43
2025-12-29T16:18:48.910024,CMD_MEASURE,AA 48,Z = 1097.408203 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 2D 10 BD 5A 0B 83
2025-12-29T16:18:48.931411,CMD_SET_FREQ,AA 43 00 00 FA 00,OK,AA 43
2025-12-29T16:18:50.953252,CMD_MEASURE,AA 48,Z = 1095.717041 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 F6 F2 BD 4C 4F 5B
2025-12-29T16:18:50.975251,CMD_SET_FREQ,AA 43 00 00 FD E8,OK,AA 43
2025-12-29T16:18:52.997959,CMD_MEASURE,AA 48,Z = 1099.619995 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 73 D7 BD 83 30 2B
2025-12-29T16:18:53.019947,CMD_SET_FREQ,AA 43 00 01 01 D0,OK,AA 43
2025-12-29T16:18:55.041297,CMD_MEASURE,AA 48,Z = 1099.702271 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 76 79 BD 69 7F 8B
2025-12-29T16:18:55.063448,CMD_SET_FREQ,AA 43 00 01 05 B8,OK,AA 43
2025-12-29T16:18:57.085399,CMD_MEASURE,AA 48,Z = 1105.337402 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 2A CC BD 6A C4 F0
2025-12-29T16:18:57.107746,CMD_SET_FREQ,AA 43 00 01 09 A0,OK,AA 43
2025-12-29T16:18:59.130114,CMD_MEASURE,AA 48,Z = 1090.319946 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 4A 3D BD 6D 4E CB
2025-12-29T16:18:59.152347,CMD_SET_FREQ,AA 43 00 01 0D 88,OK,AA 43
2025-12-29T16:19:01.174686,CMD_MEASURE,AA 48,Z = 1088.844238 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 1B 04 BD 7F 66 45
2025-12-29T16:19:01.195378,CMD_SET_FREQ,AA 43 00 01 11 70,OK,AA 43
2025-12-29T16:19:03.217614,CMD_MEASURE,AA 48,Z = 1089.609741 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 33 83 BD 80 61 28
2025-12-29T16:19:03.239206,CMD_SET_FREQ,AA 43 00 01 15 58,OK,AA 43
2025-12-29T16:19:05.261957,CMD_MEASURE,AA 48,Z = 1096.886108 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 1C 5B BD 89 24 05
2025-12-29T16:19:05.283307,CMD_SET_FREQ,AA 43 00 01 19 40,OK,AA 43
2025-12-29T16:19:07.306628,CMD_MEASURE,AA 48,Z = 1091.500977 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 70 08 BD 78 54 4B
2025-12-29T16:19:07.328442,CMD_SET_FREQ,AA 43 00 01 1D 28,OK,AA 43
2025-12-29T16:19:09.350153,CMD_MEASURE,AA 48,Z = 1105.779907 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 38 F5 BD 89 19 77
2025-12-29T16:19:09.373102,CMD_SET_FREQ,AA 43 00 01 21 10,OK,AA 43
2025-12-29T16:19:11.395430,CMD_MEASURE,AA 48,Z = 1096.105103 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 03 5D BD 88 D1 91
2025-12-29T16:19:11.421021,CMD_SET_FREQ,AA 43 00 01 24 F8,OK,AA 43
2025-12-29T16:19:13.443849,CMD_MEASURE,AA 48,Z = 1087.157104 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 87 E5 07 BD 7A 99 82
2025-12-29T16:19:13.467823,CMD_SET_FREQ,AA 43 00 01 28 E0,OK,AA 43
2025-12-29T16:19:15.490263,CMD_MEASURE,AA 48,Z = 1103.914307 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 FD 42 BD 71 A2 85
2025-12-29T16:19:15.513260,CMD_SET_FREQ,AA 43 00 01 2C C8,OK,AA 43
2025-12-29T16:19:17.536191,CMD_MEASURE,AA 48,Z = 1091.031006 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 60 FE BD 74 E1 A6
2025-12-29T16:19:17.557856,CMD_SET_FREQ,AA 43 00 01 30 B0,OK,AA 43
2025-12-29T16:19:19.579919,CMD_MEASURE,AA 48,Z = 1087.245972 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 87 E7 DF BD 81 64 36
2025-12-29T16:19:19.601905,CMD_SET_FREQ,AA 43 00 01 34 98,OK,AA 43
2025-12-29T16:19:21.624036,CMD_MEASURE,AA 48,Z = 1093.525879 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 B0 D4 BD 75 2E D3
2025-12-29T16:19:21.649378,CMD_SET_FREQ,AA 43 00 01 38 80,OK,AA 43
2025-12-29T16:19:23.672761,CMD_MEASURE,AA 48,Z = 1096.144775 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 04 A2 BD 5C A5 32
2025-12-29T16:19:23.693703,CMD_SET_FREQ,AA 43 00 01 3C 68,OK,AA 43
2025-12-29T16:19:25.715891,CMD_MEASURE,AA 48,Z = 1093.35022 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 AB 35 BD 5C 29 66
2025-12-29T16:19:25.737890,CMD_SET_FREQ,AA 43 00 01 40 50,OK,AA 43
2025-12-29T16:19:27.760438,CMD_MEASURE,AA 48,Z = 1103.548096 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 F1 8A BD 79 C4 71
2025-12-29T16:19:27.784467,CMD_SET_FREQ,AA 43 00 01 44 38,OK,AA 43
2025-12-29T16:19:29.807066,CMD_MEASURE,AA 48,Z = 1094.512451 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 D0 66 BD 72 36 F3
2025-12-29T16:19:29.834062,CMD_SET_FREQ,AA 43 00 01 48 20,OK,AA 43
2025-12-29T16:19:31.856889,CMD_MEASURE,AA 48,Z = 1108.31543 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 8A 18 BD 85 C9 9D
2025-12-29T16:19:31.878306,CMD_SET_FREQ,AA 43 00 01 4C 08,OK,AA 43
2025-12-29T16:19:33.901050,CMD_MEASURE,AA 48,Z = 1105.334839 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 2A B7 BD 48 B6 AD
2025-12-29T16:19:33.922943,CMD_SET_FREQ,AA 43 00 01 4F F0,OK,AA 43
2025-12-29T16:19:35.945000,CMD_MEASURE,AA 48,Z = 1101.206421 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 A6 9B BD 83 0C BD
2025-12-29T16:19:35.966563,CMD_SET_FREQ,AA 43 00 01 53 D8,OK,AA 43
2025-12-29T16:19:37.989621,CMD_MEASURE,AA 48,Z = 1099.03894 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 61 3F BD 87 F5 16
2025-12-29T16:19:38.014638,CMD_SET_FREQ,AA 43 00 01 57 C0,OK,AA 43
2025-12-29T16:19:40.037454,CMD_MEASURE,AA 48,Z = 1104.243896 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 07 CE BD 88 B3 7D
2025-12-29T16:19:40.059479,CMD_SET_FREQ,AA 43 00 01 5B A8,OK,AA 43
2025-12-29T16:19:42.082413,CMD_MEASURE,AA 48,Z = 1104.817871 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 1A 2C BD 66 FB BD
2025-12-29T16:19:42.104538,CMD_SET_FREQ,AA 43 00 01 5F 90,OK,AA 43
2025-12-29T16:19:44.127272,CMD_MEASURE,AA 48,Z = 1104.559692 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 11 E9 BD 73 58 50
2025-12-29T16:19:44.148812,CMD_SET_FREQ,AA 43 00 01 63 78,OK,AA 43
2025-12-29T16:19:46.170261,CMD_MEASURE,AA 48,Z = 1095.62207 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 F3 E8 BD 65 B2 CA
2025-12-29T16:19:46.192186,CMD_SET_FREQ,AA 43 00 01 67 60,OK,AA 43
2025-12-29T16:19:48.214658,CMD_MEASURE,AA 48,Z = 1088.049072 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 01 92 BD 6C A6 E4
2025-12-29T16:19:48.236809,CMD_SET_FREQ,AA 43 00 01 6B 48,OK,AA 43
2025-12-29T16:19:50.260475,CMD_MEASURE,AA 48,Z = 1094.513062 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 D0 6B BD 85 88 3C
2025-12-29T16:19:50.282624,CMD_SET_FREQ,AA 43 00 01 6F 30,OK,AA 43
2025-12-29T16:19:52.303263,CMD_MEASURE,AA 48,Z = 1099.289795 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 69 46 BD 67 35 F4
2025-12-29T16:19:52.324147,CMD_SET_FREQ,AA 43 00 01 73 18,OK,AA 43
2025-12-29T16:19:54.345568,CMD_MEASURE,AA 48,Z = 1093.304321 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 A9 BD BD 68 BF D0
2025-12-29T16:19:54.371154,CMD_SET_FREQ,AA 43 00 01 77 00,OK,AA 43
2025-12-29T16:19:56.393537,CMD_MEASURE,AA 48,Z = 1094.043823 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 C1 67 BD 62 FE BC
2025-12-29T16:19:56.414784,CMD_SET_FREQ,AA 43 00 01 7A E8,OK,AA 43
2025-12-29T16:19:58.436135,CMD_MEASURE,AA 48,Z = 1105.42041 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 2D 74 BD 6F 08 25
2025-12-29T16:19:58.458135,CMD_SET_FREQ,AA 43 00 01 7E D0,OK,AA 43
2025-12-29T16:20:00.480504,CMD_MEASURE,AA 48,Z = 1101.395508 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 AC A8 BD 53 A4 59
2025-12-29T16:20:00.502430,CMD_SET_FREQ,AA 43 00 01 82 B8,OK,AA 43
2025-12-29T16:20:02.524419,CMD_MEASURE,AA 48,Z = 1090.258667 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 48 47 BD 5D 10 78
2025-12-29T16:20:02.548967,CMD_SET_FREQ,AA 43 00 01 86 A0,OK,AA 43
2025-12-29T16:20:04.570369,CMD_MEASURE,AA 48,Z = 1095.603882 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 F3 53 BD 74 E9 5A
2025-12-29T16:20:15.768355,CMD_SET_FREQ,AA 43 00 00 03 E8,OK,AA 43
2025-12-29T16:20:15.779371,CMD_SET_BIAS,AA 46 00 00,OK,AA 46
2025-12-29T16:20:17.110896,CMD_SET_FREQ,AA 43 00 00 03 E8,OK,AA 43
2025-12-29T16:20:19.132969,CMD_MEASURE,AA 48,Z = 1100.934937 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 9D EB BD 4B F3 86
2025-12-29T16:20:19.157021,CMD_SET_FREQ,AA 43 00 00 07 D0,OK,AA 43
2025-12-29T16:20:21.179355,CMD_MEASURE,AA 48,Z = 1090.350098 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 4B 34 BD 85 85 86
2025-12-29T16:20:21.203859,CMD_SET_FREQ,AA 43 00 00 0B B8,OK,AA 43
2025-12-29T16:20:23.225409,CMD_MEASURE,AA 48,Z = 1091.946533 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 7E 4A BD 6C 36 7B
2025-12-29T16:20:23.249332,CMD_SET_FREQ,AA 43 00 00 0F A0,OK,AA 43
2025-12-29T16:20:25.270617,CMD_MEASURE,AA 48,Z = 1090.996582 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 5F E4 BD 75 50 A1
2025-12-29T16:20:25.291745,CMD_SET_FREQ,AA 43 00 00 13 88,OK,AA 43
2025-12-29T16:20:27.313384,CMD_MEASURE,AA 48,Z = 1087.030273 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 87 E0 F8 BD 88 B3 08
2025-12-29T16:20:27.335579,CMD_SET_FREQ,AA 43 00 00 17 70,OK,AA 43
2025-12-29T16:20:29.357092,CMD_MEASURE,AA 48,Z = 1088.795776 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 19 77 BD 88 E1 95
2025-12-29T16:20:29.378963,CMD_SET_FREQ,AA 43 00 00 1B 58,OK,AA 43
2025-12-29T16:20:31.402224,CMD_MEASURE,AA 48,Z = 1095.342773 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 EA F8 BD 7A 4A 8D
2025-12-29T16:20:31.433678,CMD_SET_FREQ,AA 43 00 00 1F 40,OK,AA 43
2025-12-29T16:20:33.456875,CMD_MEASURE,AA 48,Z = 1096.685669 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 15 F1 BD 66 2E 16
2025-12-29T16:20:33.479931,CMD_SET_FREQ,AA 43 00 00 23 28,OK,AA 43
2025-12-29T16:20:35.502723,CMD_MEASURE,AA 48,Z = 1091.229004 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 67 54 BD 7A 31 50
2025-12-29T16:20:35.524725,CMD_SET_FREQ,AA 43 00 00 27 10,OK,AA 43
2025-12-29T16:20:37.547069,CMD_MEASURE,AA 48,Z = 1107.569092 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 72 36 BD 6E 93 C9
2025-12-29T16:20:37.569158,CMD_SET_FREQ,AA 43 00 00 2A F8,OK,AA 43
2025-12-29T16:20:39.591044,CMD_MEASURE,AA 48,Z = 1088.647583 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 14 B9 BD 72 BC 48
2025-12-29T16:20:39.613424,CMD_SET_FREQ,AA 43 00 00 2E E0,OK,AA 43
2025-12-29T16:20:41.636244,CMD_MEASURE,AA 48,Z = 1091.950928 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 7E 6E BD 6E 6B B4
